param_value_id	parameeter_id	maakond_id	maakond	haldusasutus_id	haldusasutus	toetuse_tunnus_id	toetuse_tunnus	param_liik	on_kohalik_id	on_kohalik	jrk_nr	param_kood	parameeter	mootyhik	kehtivus_algus	kehtivus_lopp	vaartus	mod_kpv	nimetus	kirjeldus
1046598	1000034	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2014-05-01		28.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1046600	1000036	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2014-05-01		17.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064696	1000200	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.30	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064700	1000020	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		1.50	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1041362	1000028	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-01-01		0.20	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1046606	1000038	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2014-05-01		9.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1046608	1000040	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2014-05-01		7.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064706	1001002	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		1.50	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1104410	1001000	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-03-01		1.50	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1046594	1000022	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2014-05-01		3.00	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064714	1000024	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.30	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1041372	1000026	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-01-01		0.20	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064716	1000042	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2015-06-01		3.00	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1064718	1000044	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-06-01		3.00	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1104610	1000030	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-03-01		17.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1104612	1000032	10059	Lääne-Viru maakond	1000364	Vinni Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-03-01		12.00	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079812	1000034	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2015-08-01		25.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079814	1000036	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-08-01		20.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079816	1000200	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.75	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079810	1000020	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		2.50	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079818	1000028	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.10	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079820	1000038	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2015-08-01		10.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079822	1000040	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-08-01		6.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079824	1001002	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.30	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079826	1001000	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.50	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079828	1000022	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		1.00	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079830	1000024	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.75	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079832	1000026	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-08-01		0.13	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079834	1000042	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2015-08-01		2.00	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1079836	1000044	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-08-01		2.00	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1106410	1000030	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-04-01		15.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1106412	1000032	10059	Lääne-Viru maakond	1000368	Viru-Nigula Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-04-01		10.00	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061210	1000034	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2015-06-01		30.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061212	1000036	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-06-01		20.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045656	1000200	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2014-03-01		2.59	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061214	1000020	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061414	1000028	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		0.20	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045658	1000038	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2014-03-01		35.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045660	1000040	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2014-03-01		0.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1062410	1001002	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		0.60	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1062412	1001000	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		0.60	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1033196	1000022	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2012-01-01		2.59	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1033198	1000024	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2012-01-01		2.07	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1016110	1000026	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2011-01-01		0.13	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1014836	1000042	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2011-01-01		3.20	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1014838	1000044	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2011-01-01		3.20	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045664	1000030	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2014-03-01		10.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045666	1000032	10059	Lääne-Viru maakond	1000372	Väike-Maarja Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2014-03-01		10.00	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1161810	1000034	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2017-05-01		25.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1161812	1000036	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2017-05-01		15.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1044756	1000200	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-12-01		3.60	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1161814	1000020	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2017-05-01		2.00	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162014	1000028	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2017-05-01		0.15	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162010	1000038	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2017-05-01		15.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162012	1000040	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2017-05-01		10.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162210	1001002	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2017-05-01		1.00	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162212	1001000	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2017-05-01		1.00	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1089810	1000022	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-11-01		3.60	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1033300	1000024	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2012-01-01		3.60	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162214	1000026	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2017-05-01		0.05	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162216	1000042	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2017-05-01		3.00	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1162218	1000044	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2017-05-01		3.00	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1042002	1000030	10067	Pärnu maakond	1000430	Are Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2013-02-01		10.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
